content,score
"apknya sangat membantu buat saya yg malu untuk curhat ketemen disini bisa,dan apk ini juga bisa buat saya lebih merasa tenang.nyesel kalo nggak donlowoad^^…",5
"Aplikasi bagus, bermanfaat.. Saran tambah/banyakin lagi metode pembayaran nya, biar lebih mudah kalau beli paket berlangganan..",5
"Hai riliv. Aplikasinya bagus banget, aku suka. Tapi saran dikasih nada yang nenanging biar ga terlalu ""sepi"". Btw, ini emang bener-bener bagus, bisa membantu banyak orang🤗",5
"Sangat membantu.. Ketika saya dalam keadaan stres dan membutuhkan rileksasi,,aplikasi mudah digunakan",5
"Membantu saya saat depresi, hingga mulai pulih dan bangkit. Memang tidak ada yg instant, dengan ketekunan hasilnya mulai nampak. Terima kasih Riliv.",5
"Aplikasi sangat membantu bagi orang yang ingin self healling. Bagi yang bilang ini berbayar dan harusnya kasih trial atau bla bla bla, dimana mana psikolog pasti bayarnya per sesi. Ngga ada psikolog langsung di dunia nyata anda datang minta gratis di awal dan kl cocok bayar. Dan pekerjaan sbg psikolog pun tidaklah mudah, hanya orang2 yang benar benar passion thdp health mental yang dapat menjalani profesi ini. Jadi apasalahnya memberikan apresiasi berupa ""uang"" kepada mereka.",5
Terima kasih.. Saya baru download malam ini.. Dan sesi meditasi nya sangat sangat membantu saya yang gampang cemas dan gampang panik ini... 😊 terimaksih yah untuk siapapun yang turut menciptakan aplikasi hebat ini.. Semoga banyak rejeki dan banyak kebahagiaan aamiin🙏🏻😀🤗,5
"Aplikasinya bagus banget, membuat hidupku lebih tenang. Saran dari sya kalau bisa buatan meditasi untuk menghilangkan pobia. Terima kasih",5
Seru bgt gratis n gaada iklann!!!,5
aplikasinya bagus,5
"Jika aku memberikan bintang 5 berarti apk ini bagus,untuk kalian yang ingin meditasi,mengetahui kondisi psikologis kalian dan lain sebagainya. Fiturnya bagus dilengkapi juga dengan musik meditasi dan cerita👌🏻",5
Aplikasi ini sangat membantu dalam manajemen diri. Fiturnya sudah cukup lengkap dan sangat bermanfaat.,5
"Aplikasi yg bagus. Dr lubuk hati yg terdalam, semoga ditambah fitur yg gratisnya. Wkwkwk. Well, good job, Riliv. Semoga semakin berkembang dan semakin bnyk menolong jiwa2 yg terluka (macam q, huhuhu)",5
"Belum satu hari saya menginstal aplikasi ini, namun rasanya nyaman sekali. Saya berharap kedepannya akan tetap mendapatkan rasa nyaman seperti ini. Sukses untuk aplikasinya..",5
saya sudah melakukan konseling sebanyak 3 kali dan sejujur ini mengontrol dengan baik gangguan yang saya alami. jadi saya rasa aplikasi ini patut untuk dicoba,5
"sangat amat membantu, untuk akuu yang terkadang suka tiba tiba cemas, sedih, senang, dan panik tiba tiba, dan bisa menemukan jawabannya disinii hehe",5
Kenapa ya? kok dari tadi siang aplikasi riliv tidak bisa dibuka? di update juga gagal terus? padahal jaringan sinyal aman.,5
"Alhamdulillah, Riliv ini sangat banyak membantu saya. Saya merasa lebih positif dan banyak terbantu dengan aplikasi Riliv, saya harapkan kedepannya Riliv semakin bagus dan fitur-fiturnya semakin menarik. Sejauh ini saya sangat puas dengan Riliv, terima kasih developer.",5
"Aplikasi yg sangat bermanfaat, belum pernah nemuin aplikasi semacam riliv ini, ide nya fresh dan dikelola dengan baik. Sukses terus untuk riliv 👍",5
"Bagus bgt sangat membantu dikala saya cemas, sedih, saya jg dapat menulis journal pribadi, dapat mengetahui mood tracker setiap hari dan dapat menenangkan saya. Terima kasih",5
Makasih banget buat yang ciptain aplikasi ini. Aku suka banget. Aku juga bisa dengerin yang meditasi tidur aku lebih nyenyak.,5
"Saya sangat berterima kasih dg aplikasi ini. Benar2 membantu dlm kondisi skrg. Sebenernya saya ingin mencoba untuk konseling pd psikiater.Tp blm berani bertatap muka. Dg apkikasi ini,sya mendapatkan terapi ketenangan yg sangat membantu saya.Dan memulihkan mental saya.",5
"keren bnget fitur meditasinya, jadi bisa lebih rileks kalau misalnya sedang suntuk. kudu banget install sih.",5
"UX/UI nya sudah bagus, terkesan lebih calm. cuma saran saja, pada saat pendaftaran akun, lebih baik ada konfirmasi password agar tau ketika kita salah ketik.",5
"Aplikasi ini berguna banget buat healing, banyak pikiran, overthinking, dll yang bikin stress. Jangan lupa luangin waktu sebentar buat mental kita bisa istirahat, guys.",5
"sangat membantuku untuk menghadapi hari-hari yang begitu sulit, untuk penemu dan pembuat aplikasi ini serta para kontributor yang telah membantu adanya aplikasi ini, aku ingin berterima kasih kepada kalian semua, berkat aplikasi ini aku baik-baik saja, semoga kalian bahagia selalu^^",5
"Sejauh ini sering pake fitur journalnya, bener2 ngebantu banget untuk menambah rasa bersyukur setiap harinya, good job riliv🥰",5
"Recomended banget nih Aplikasi dijamin bisa menghilangkan pikiran stres, juga cocok untuk yg susah tidur dijamin langsung lelap, ayo download dan jangan lupa masukan kode referral saya: gXneGE Untuk bisa langsung dapet akses Premium gratis",5
"Terimakasih riliv telah membuat hati saya selalu tenang, kadang punya banyak masalah hidup berat membuatku merasa tersakiti cuma apk ini yang aku suka dan bisa mengobati stres dan depresi beratku semoga kedepannya semakin baik thanks",5
Suka bnget. Mudah digunkan enak dipake dah pokonya. Aku yg orang nya cemas sekarang sudah berkurang berkat meditasi yg diberikan.,5
"aplikasi yang sangat membantu, apalagi di era sekarang ini ketika orang2 sibuk dengan pekerjaan sehingga dapat menurunkan kadar stress",5
Membantu saya mengatasi semua kecemasan dan overthinking. Saya cinta sama aplikasi riliv. Sayangnya saya baru tau belum lama ini jadi saya pengguna riliv baru.,5
"Sangat membantu apalagi fitur jurnal dan mood tracker. Saya jadi tau seberapa kacaunya mood saya lewat grafik mood, apalagi saya yang didiagnosis BPD sama psikiater",5
"I Love riliv.. Beneran ngefek. Meditasi hampir tiap hari, d tiap ada masalah, pas dpt serangan sedih yg harusnya udh bkn depresi, jadi malah biasa aja.. Lebih tenang dan ngak gegabah. Mksih riliv",5
Aplikasi ini sangat-sangat bermanfaat.. Terima kasih sudah berbagi kebaikan. Niscya dilipat gandakan balasan kebaikan nya oleh Tuhan. Terima kasih banyak. Saya bersyukur menemukan aplikasi yang sangat bermanfaat dan membantu ini. ☺️☺️☺️ 🙏🙏🙏,5
"Jujur aja saya merasa lega sekali setiap saya buat jurnal di aplikasi ini, apalagi ketika saya mau meditasi. Terimakasih tim Riliv!",5
"Sangat membantu sekali, disaat gapunya temen cerita aplikasi ini menyediakannnya Dengan sara"" yg tidak menghakimi Terimakasih sekali",5
"Thanks, at least lewat mediasi perasaan yang penuh dengan beban sedikit berkurang. Semoga meditasi yang dilakukan rutin setiap membuat diri saya menjadi lebih baik",5
"Saya mulai mencoba aplikasi ini,saya tau dari satu media sosial katanya bagus untuk rohani. Sejauh ini aplikasi ini sangat bagus saya berharap seterusnya juga begitu.",5
"sudah bagus, membuat kita lebih mengetahui kemampuan diri kita dan dapat bersosialisasi dan komunikasi langsung dengan psikolog",5
"Mantap apk sangat membantu mulai berkurang beban pikiran ku, ayo yang blom download buruan biar masalah bisa agak berkurang...😊😊",5
Fitur meditasi riliv sangat membantu saya untuk lebih fokus. Riliv sangat membantu aktifitas saya :),5
Aplikasi yang cukup membantu menenangkan pikiran dan perasaan sebelum beraktivitas. Bagus.,5
semoga membantu ya aplikasinya. Barusan aku liat di tiktok lgsg aku dwonload. Aku bener bener lagi stress dan butuh banget aplikasi semacam ini. thanks riliv,5
"Benar benar merasa terbantu dengan riliv, biar lebih tenang dan mengatasi overthinking serta rasa panik dan kecemasan yang sering muncul tiba tiba. Terimakasih riliv telah menjadi teman terbaik untuk memulai hidup menjadi lebih bermakna 💗",5
"Permisi, saya tidak bisa denger dengan tanpa textsub padahal saya tidak mengerti.. tolong bikin tambah kasih text sub saja pak ya",5
"Aplikasi ini bagus sekali, gak nyesel donwload. Bantu banget untukku yang berjuang dengan mental illnes. Makasih banyak riliv",5
"Alhamdulillah.. lega sekali rasanya.. seperti terapi mental, aku jadi lebih relaks dalam menjalani hari meski banyak banget beban yang harus ditanggung. Thankss☆",5
Semoga bisa membantu diri saya untuk lebih baik mengontrol diri saya menghadapi mental illnes yang saya alami Saya sudah merasakannya sebelumya terkadang saya gg bisa mengontrol diri saya sampe kesehatan saya ikut terganggu ingin sekali saya k psikolog atau psikiater saya masih takut Saya coba analisis sendiri lewat quotes atau artikel tentang kesehatan mental menerka hampir seperti yang saya alami semoga bisa membantu saya aplikasi ini,5
"Saya sudah menggunakan riliv meditasi serta konseling dan berjalan dengan lancar. Terimakasih, riliv.",5
"Riliv, makasih banget udh membantu saya jadi lebih tenang, dan santai!!! Wajib bgt dicoba app nya yg buat lagi stress.",5
"Bagus sih, ini mungkin sugesti atau emang efek dari mengatur nafas. Jadi tubuh lebih ringan gitu, dan sakit kepala itu hilang.",5
Aplikasinya bagus sekali sangat membantu memperbaiki suasana mood langsung download deh...,5
Mantapppp Sehari 100menit meditasi. Karena setenang dan senyaman itu. Aplikasi yg dibuat oleh para profesional. Luar biasa,5
Bisa lebih tenang,5
"Sangatt membantu sekali apk ini, wajib download sih ini,, Tiktoknya juga bagus ada pembelajaran bagi sayaa Makaaasssiihh, saya masih pelajar SMP 😍😍😍",5
"Aplikasi nya sangat membantu membuat tenang, serasa ada teman jadinya hihi btw yang baru gabung jangan lupa pake kode aku : fenwy5 biar bisa gratis 7 hari!",5
"Bara nyoba pertama kali meditasi, its OK buatku lebih rileks & sedikit mengurangi masalah yang ada di pikiranku",5
Aplikasi ini membuatku nyaman saat mengisi kesepian dan ingin berobat ke psikolog meskipun belum ada kebolehan dari ibu. Y masih terkendala biaya,5
"Apknya bagus, sangat membantu😄. Aku jadi ga terlalu stres, dan bisa menerima diri sendiri. Terima kasih karena telah membuat apk ini:)",5
"Bagus, saya udah mulai nulis jurnal gitu, tapi ko selalu aplikasi mendadak keluar ya, log out otomatis",5
"aplikasi yg sgt keren, ketika ak belum buka aplikasi ini, tangan dan kakiku basah krn cemas, setelah meditasi ak lgsg tenang dan tangan kakiku tdk basah lagi",5
"Terimakasih kepada riliv... Ini sangat membantu kehidupan saya, baik mental maupun fisik. Walaupun konseling agak mahal tapi benar benar membantu... Terima kasih riliv☺️",5
"Terima kasih untuk aplikasi ini dan berharap pembayarannya lebih mudah caranya,",5
"Sangat membantu untuk tracking mood di setiap hari nya, jadi bisa lebih tau lagi tentang diri sendiri",5
Aplikasi meditasi terbaik dari sekian banyak aplikasi yang sudah saya coba. Terus kembangkan. Terima kasih.,5
"Untuk temen temen yang mempunyai masalah dalam emosi ataupun mental,bisa dicoba aplikasi ini,sangat membantu Terima kasih riliv atas aplikasinya 🙆‍♂️",5
"Sangat berguna, saya dpt merasakan manfaatnya di hari pertama. Memang utk menjadi yg lbh baik perlu proses yg panjang. Ttp smangat dan sllu jaga kesehatan. Jgn lupa ya masukkan kode fyZaA9, supaya kamu dpt yg freenya",5
"Maaf sebelumnya, terima kasih karena telah menciptakan aplikasi sebagus ini:), tapi kenapa ya akhir"" ini saya tidak bisa menggunakan aplikasinya dan ad tulisan proses login gagal. Terima kasih",5
Aplikasi yang sangat bermanfaat untuk lebih mengenali kesehatan mental diri sendiri.,5
"Bagus banget aplikasi nya, gara gara aplikasi ini saya bisa mengkontrol emosi saya, terimahkasih yang sdh membuat aplikasi ini semoga sehat selalu amin🙏🥰",5
"apk recomended buat kalian yang mau konsultasi dgn online dan mudah aksesnya, dgn harga yg terjangkau sesuai kebutuhan",5
"Bagus bangett yang setiap malam kesulitan tidur, aku jadi bisa tidur dan bisa mengontrol diri aku lebih baik👍👍",5
Platform layanan psikologi yang spesifik. Konseling dan meditasi. Menarik,5
Aplikasi terbaik sepanjang masa. Bisa memberikan ketenangan dari semua masalah yang ada dipikiran. 👍💯,5
Semua fitur-fitur yang tersedia sangat menarik dan bermanfaat bagi kesehatan mental. Good job!,5
sudah bagus sih cuma jika meditasi gambar suara seperti angin sepoi yang bisa menenangkan itu akan lebih bagus,5
"Keren bagus illustrasinya, mungkin tambah fitur lain seperti aplikasi dari luar negeri",5
"Alhamdulillah ada aplikasi riliv, membantu banget... Kalau ada kendala coba aja email atau kontak ke riliv nya, langsung dibantu kok... Makasih riliv",5
"Recommended!!! Ini obat mental buat diri sendiri. Kalo kita sulit mengatasi sendiri dan worry, bisa gunakan ini sebagai alat bantu buat diri lebih survive. Silahkan masukan kode 'lZBibZ' untuk dapatkan vouchernya.",5
"Meditasi nya ditambah terus dong, soalnya itu itu saja yg diputar",5
"Aplikasinya menarik, ada sesi meditasi dan instrument yg cukup membantu merilekskan pikiran. Ada sesi konseling juga bagi kalian yg memiliki beberapa hal/masalah yg barangkali perlu bantuan medis, dan ini cukup rekomend untuk kalian.",3
"Padahal apps bagus. Tp akhir"" ini bukannya jadi rileks, tp makin kesel gara"" appsnya lambat bgt loadingnya. Sering terputus"" ga jelas juga. Pdhl koneksi internet bagus. Buat youtube dan apps lain lancar.",3
"Masih sering ditemukan error pada saat mengisi jurnal. Mulai dari tombol ""next"" ngga bisa di klik, kursor tulisan lari-larian, sampai apa yg udh ditulis dalam satu halaman, hilang semua. Mungkin ada cara biar ngisi jurnalnya ngga harus selalu saat koneksi super kenceng?",3
"Sebelum memilih untuk konseling buka aplikasi lancar terus, pas udah bayar dan jadwal konseling buka aplikasi sudah banget. Muter² doang, udah pake wifi, pake paket data, tetep gagal. Padahal buka sosmed dan aplikasi lain lancar, koneksi juga bagus. Tolong diperbaiki, soalnya ini merugikan juga mau rescedule jadi gagal.",3
"Maaf kenapa ya aplikasinya, kok setiap aku masuk selalu balik lagi kemenu utama dan setelah itu ada bacaan 'Riliv terhenti.' Padah aku liat menarit, tapi sayang gak bisa buka aplikasinya :(",3
"Saat meditasi di menit 6 sering tiba2 close sendiri aplikasinya, jadi pas sudah fokus dengerin nunggu lama eh ternyata mesti buka dari awal. Meditasinya diulang dari nol lagi, gak bisa dicepatin menitnya. Jadinya meditasinya nanggung, masa harus mulai dari nol menit lagi?",3
"Hallo riliv, saya sudah menuntaskan proses pembayaran untuk semua konten meditasi selama 2 bulan, tapi knpa saya masih tidak bisa mengakses semua konten meditasi tersebut. Mohin bantuan nya",3
"Setelah melihat acara Mata Najwa aku jadi tertarik mencoba Aplikasi ini, Namun karena Gak nonton sampai akhir aku kecelik dengan Harga yang fantastis ternyata untuk konselingnya berbayar.. yaudah deh masih banyak kebutuhan hidup pokok aku uninstall lagi yah ba Bye",3
"Mau tanya aja, waktu awal2 sy download apk ini lancar tapi kenapa waktu dicoba lagi harus memuat data. Awalny sy tunggu apk nya memuat data tapi sudah ditunggu lama2 tetep aja 0% ga naik2.",3
sesi meditasi secara konten bagus. tetapi saya ingin menyarankan untuk pengisian suara sebaiknya diperlambat karena saya rasa yg pengisi suara bicara cukup cepat sehingga saya agak kesulitan rileks.,3
seandainya berkonsultasi dengan para ahli bisa gratis . Ini mungkin jadi aplikasi terbaik sepanjang masa yg pernah saya temukan . Karna banyak orang yang memiliki problem mengenai kesehatan mental tapi mereka tidak punya biaya termasuk saya . seandainya saja bisa free aplikasi ini sangat menolong orang orang yang mungkin saja sudah menyerah buat menjalani kehidupan,3
"Saran kak, mungkin untuk beberapa orang lebih prefer bahasa Indonesia. Tapi aku pribadi agak kurang nyaman kalau bahasa Indonesia. Coba pakai dua bahasa kak, bahasa inggris biar lebih enak juga. Terimakasih",3
"Assalamu'alaikum,Yah Lumayan Bagus,Dan Makasih Udah buat apk ini Semoga apk ini bermanfaat buat semua orang dan kalo boleh kasih saran,hrs ada kyk tempat kayak motivasi gitu buat dibaca supaya org yg membacanya termotivasi dan bisa semangat menjalani kehidupan:)",3
"Masih blm bisa sampai skrg digunakan konselingnya udah dri siang pembayaran juga udah lunas, ini gmana?? Bisa pengembalian pembayaran ngak??",3
😐 konsultasinya berbayar semua ya? Enggak jadi pakai deh. Selain itu juga ponsel saya tidak kuat menjalankan aplikasi ini karena memori internalnya sedikit.,3
Kenapa lama sekali memutar meditasi nya. Memuat data seperti itu terus... pdhl udah byr lho... krna seserius ini aku pengen pakai app ini .,3
"Sy beri 3 dulu, krn br saja download. Utk biaya berlangganan dengan diskon 50% itu apa saja yg bisa di akses? Beda nya dengan biaya meditasi 1 th + uang kembali itu apa?",3
"kemahalaaan. coba kalau 100rb untuk 2 atau 3 sesi, bukan hanya 1 sesi. soalnya ini online kan tidak bertatap mata langsung, jelas beda.",3
Terkadang saat meditasi aplikasi keluar sendiri. Dan saya mau nanya bolehkah meditasi pagi nya meditasi A msalnya sorenya meditasi B....?,3
"Sebenernya aplikasi ini bagus, namun gak tau knp saya gk bisa akses fitur konseling saya, padahal sudah bayar.",3
"Maaf aplikasi nya bagus, tapi kenapa ya harus bayar dlu? Tolong ya, apalagi kalau mau konseling ke psikolog, usia harus diatas 17 tahun, memang nya cuma yg usia diatas 17 tahun yg punya gangguan mental? Saya masih SMP tapi saya juga punya gangguan mental, terpaksa saya harus delete dulu aplikasi nya, mohon di perbaiki ya",3
"SARAN. Agar disediakan paket premium untuk 1 minggu / 1 hari, karena saya sebagai pelajar sangat kesulitan untuk membeli premium 2 bulan.",3
"Kok pas meditasi cuma seri 1 yang bisa, seri ke dua dan yang lainya gk kebuka?? Apakah harus bayar??",3
Tolong sertakan fitur LANDSCAPE dong soalnya susah dipake di tablet. Ditunggu ya update nya.,3
"Dulu riliv keren, sangat membantu dan ada fitur komentarin post orng, sekarang gara2 ada fitur berbayar jdi gk sreg lgi,min ada trial kek berapa hari gratis.. kalau byar mah mending nyamperin psikolognya aja sklian... sorry uninstal, cari app curhat online yg lain lagi.. bukanga terbantu malah makin bingung",3
"Tambahin juga ya min kayak kita bercerita di publik gitu, dan nanti bisa di komentarin sama orang orang pengguna apk ini..dan kita bisa berteman..dan bisa juga kita melihat orang menulis cerita apa tentang dirinya, dan kita juga bisa mengomentarinya, dengan begitu orang yg depresi dan punya masalah, bisa mencoba terbuka dengan orang orang yg memang bisa mengerti kita..sekian terimakasih",3
Hallo aku udah donlot melwngkapi data dan juga udah bayar tp blm ada feed back kapn mulai konsultasinya,3
Kok tampilannya memuat mulu? Dan terus muncul kesalahan 502,3
apps nya tidak bisa di buka. sebab applikasi nya apakah error?,3
udah bisa kok murah sh kalau kita harus ke pesikolog tapi harga kurang ramh dikantong pelajar,3
Aplikasi nya bagus. Tapi sayangnya kenapa konseling hanya boleh dilakukan untuk usia di atas 18 tahun?,3
"Bagus sih hanya saja konselor jadwalnya padat jadi jangan harap ketika butuh bisa lgsg dilayani ya, tetap pada antrean mu..",3
Masi baru mau saya download. Smoga aplikasi ini membantu. Soalnya saya lagi depresi dan sangat kesepian,3
"Lumayan buat rileks yaa, tapi kebanyakan bayar gtu☺️",3
Ini kenapa loadingnya lama bgt pas dibuka,3
"Mbak audrey tolong dong 80.000 menurut saya masih mahal, 50.000 aja harusnya :( tolong jangan memikirkan untuk orang yang sudah kerja saja tetapi anak sekolah juga :( sekarang ini juga banyak banget loh mbak kasus anak2 yang jadi korban broken home, pasti mereka butuh psikolog tapi duit darimana kalau se mahal itu 1 sesinya aja :(",3
bagus sih tapi berbayar.. saya masih pelajar mau dapet uang dari mana dong?:( klo minta ke ortu nanti dibilang kebanyakan ulah._.,3
"Tolong bs pilih psikolog nya lah. Ada masalah ttg dunia kerja, yg bales psikolog pendidikan. Kan g nyambung. harusnya kan yg psikolog industri organisasi / klinis lah",3
Apakah ini bisa konsultasi seputar passion untuk jurusan kuliah nanti??,3
Loading nya lama kadang suka eror,3
Apk nya bagus Tapi aku kasih bintang 3 karena sering ngelag,3
Sayang sekali sesinya tidak bisa untuk orang yang melakukan self harm dan berpikiran untuk bunuh diri :(,3
Bagus tapi kenapa harus berbayar? Aku ga mampu kak?!,3
kenapa saya ga bisa konfr pembayaran?padahal saya sudah transfer,3
Sudah bs login dan respon cukup baik dari riliv,3
Fitur2nya bagus cuma sering eror aplikasinya,3
Mungkin responsivenya bisa diperbaikin lagi.,3
Plis i need solution 😭 i cant pay it.. Aku lg butuh banget solusi kenapa sii mahal bgt :'(,3
"Cuma bisa buat diary, bukan curhat sama org",3
Ko ga bisa login ke aplikasiny,3
Kenapa nggk bisa pembayaran lewat Akulaku ya?,3
Kenapa saya waktu daftar gagal terus ya min,3
Gk kebuka selalu berhenti sendiri,3
Awal pakai riliv konseling gk berbayar tapi skrg berbayar gini???,3
knpa saat saya mau daftar akun error y?,3
bagus pak atau ibu pokoknya!😁😊😊,3
app nya kok ga bisa bayar,3
Loadingnya lama banget 😭😭😭,3
gk bisa daftar kenapa,3
"konsultasi berbayar, kirain gratis..",3
nanti ya mungkin klo saya udh ada uang lebih,3
Kenapa ya sering lemot,3
Mohon maaf saya mau nanya kalau mau langganan biayanya berapa ya,3
Gmn cara menghilangkan rimender nya di kalender?,3
Sangat membantu saya sangat suka,3
Cara curhat sama psikolog profesionalnya gimana dong?,3
"Baru mulai, semoga berhasil....yang butuh kode boleh dipakai oFBPmM",3
"Baru mau coba, jika berhasil aku kasih bintang 5",3
kenapa harus pakai nomor telepon?,3
Ternyata berbayar ya :(,3
Saya belum terlalu tau cara menggunakan nya,3
Kurang worth untuk psikolognya :(,3
Kenapa tidak bisa regis yaa?,3
Halo. Bagaimana cara melakukan pembayaran jika di luar indonesia?,3
OQHcKj jangan lupa kode refeal ini yakss masih memulai,3
Gimana cara curhatnya? Ga ngerti((.mhn bantuannya,3
Share antar sesama pengguna sudah ditiadakan ya...? Baiklah...,3
Loadingnya lama,3
permisi kak mau tanya apa ini berbayar atau tidak ya kak?,3
Baru coba belum tahu berhasil,3
Nanti setelah konseling selesai saya tambah bintang nya,3
"KENAPA GABISA PUTER LUCKY SPIN?!?!?! UDAH KEDUA KALI, PERTAMA YAUDAH IKHLASIN AJ MGKIN ERROR, KOK KE ULANGIN LGIIIIII, KOK GTU SIIIII, GABISA PENCET APA² PERNAH PENCET TOMBOL LUCKY SPIN NYA TERUS LOADING TERUS BALIK LAGI GA NGE SPIN JEHFDJFJDJDJFJFHSJFJ SEDIHHHH",3
Gag bisa login,3
etdahh ternyata bayar :),3
Coba untuk saat ini saya kasih bintang 3 dlu ya.,3
masih mau coba. Bismillah,3
aplikasinya bayar gk?,3
Gratis atau berbayar?,3
Bintang 3 dulu.. Baru coba,3
gw kira gratis,3
ini bayar ga ya?,3
Bintang 3 dulu deh,3
Baru mau nyoba,3
Ok,3
Mantul,3
Coba,3
bagus.,3
Bagus,3
"Oke,keren",3
cool,3
selamat malam,3
"Saya pikir ini solusi untuk masalah saya, ternyata ini adalah app berbayar, 
sementara untuk 1x free trial harus mendownload line terlebih dahulu, 
mungkin lebih baik pengguna yang low budget diberi kesempatan yang lebih 
baik.",3
"Tidak bisa masuk dengan facebook, tapi dengan google bisa",3
Oooh.. Versi terbaru ga bisa chat ke sesama pengguna ya?,3
"Good app...  Aplikasi yg saling memberi solusi dan saran antar anggota trhadap setiap permasalahan..  Namun... Sayangnya, ketika membuat suatu statment yg tujuannya buat ngajak diskusi bersama, atau pertanyaan yg sifatnya penting/berbobot utk dibahas malah nggak ada user yg jawab..  Ketika memberi respon terhadap pertanyaan user yg bertanya sangat jarang yg mau respon dg bertukar pikiran atau saling akrab..",3
"Gabisa ngasih support krna batas limit minggu ini;(, gmn bisa ningkatin level klo ngasih support aja nggabisaa:'(.",3
Setelah beberapa kali bongkar pasang aplikasi ini karena ga bisa log in akhirnya aku bisa log in yeaay. Tapi masih sedikit user yang curhat atau memang koneksi aku yang lemot  huhu,3
"Aku pikir lgsg expertx yg balas kayak alo dokter. Tp ternyata berbayar ya.. 
blm tau bagus atau tidak krna blm ada respon dr ""real person"" haha... Jd 
jatohnya kayak curhat di sosmed ya... bedanya identitas bisa disamarkan... 
sedikit kecewa sih pas baca kata ""berbayar"" hehe... tp teringat ada harga 
ada kualitas kan yaa :D",3
"Aku Kasih bntang 3 ajah dlu mau nyoba,  siapa tau bisa bantu",3
"Gak bisa recovery password, gak masuk ke email terus.",3
Lumayan aku ada tempat curhat,3
Maintenance In Progress... Bad Day,3
"Ngebung Mulu nih , ngk bisa buka chat nih",3
Ini cara daftarnya gimna?? Tolong respon,3
Good,3
"Menurut aku ini user nya masih dikit banget.. Seriously.. Aku niat banget bantuin curhat an orang satu"".. Tapi setelah 30 menit curhatannya abis..n satu lagi yg serem nih.. ak curhat, ada yg bales mskipun singkat aku oke aja.. Yg jawab namanya sari.. N riliv kasih pesen kayak gini : ""Hmm, sepertinya sari terlalu sibuk untuk merespon permasalahanmu berikan bintang yang rendah kepada sari dan lakukan block bila perlu."" . What the.. ?!?!",3
Bagus,3
Knp pas di update jadi ngk bisa longin terus artikel nya ngk bisa di buka?,3
Lumayan.. saling ngasih solusi.,3
Good,3
Lumayan,3
Cukup menarik,3
Good,3
Aku pengguna udah lama tapi ini tiba tiba riliv nggak bisa jalan muncul tulisan intinya nggak ada jaringan padahal ada dan sosial media lain berjalan seperti biasa,3
Saya kesulitan log in .keterangan bermasalah pada jaringan internet .tapi hp saya ubtum amplikasi yang lain lancar cuma amplikasi riliv aja gak bia,3
Kenapa setiap saya bertanya selalu ada pesan dari riliv nya kalo yg mensupport sedang sibuk jadi gereget pdahal pertanya'an saya sudah ada yg men support tapi ya kaya gitu kata nya yg mensupport sedang sibuk,3
Kasih 3 dulu ajaa dechh baru awal coba blom tau kedepann ya gmn..,3
Kenapa yah saya nggak bisa buat akun untuk apo ini?? Bingung nggak bisa kebuka karna nggak bisa buat akun mohon caranya yah dear???,3
Saya sangat lega karna sudah berkonsultasi dan mendapatkan masukan dari banyak psikolog,3
Kok aplikasi nya gak bisa dibuka,3
Nyobain dulu kalo bagus nambah lagi,3
Dicoba dulu baru saya tambah,3
Mau tnya cara daftar gmna ? Kebetulan sy lulusan psikolog,3
Lama sekali bls nya,3
"Gmna cara pake nya,?",3
Baru mau coba..,3
Kenapa kok pas saya nge rate gabisa ya??? :(,3
bagus bnget😊,3
Biasa aja,3
Coba dulu,3
Lama di responnya,3
Tidak buruk,3
keuntungan mengenai penjawab kurang diberi penjelasan,3
"Curhatan gratis itu ternyata ditangapin sama pengguna lain,jadi seharusnya aplikasi ini di beri nama curhat saja deh bukan nya dapet solusi dari orang berpengalaman justru malah ga dapet solusi.Tapi malah empati sama orang-oranglain yg curhat. Dan apa kegunaan dari level itu?",3
"Tolong diperbaiki waktu pengiriman dan masuknya chat. Pengen bantu orang lain, tapi terhambat karena masalah pengiriman pesan. Padahal jaringan sudah bagus. Ntar orang yang mau dibantu malah berpikir kalau dia ditinggalkan. Trus, ada notif pesan masuk, tpi pas buka app nya, malah sama sekali gak ada pesan yang baru. Tolong masalah ini cepat diperbaiki. Semoga riliv menjadi aplikasi yang lebih terkontrol lagi.",3
"aku jadi dibilang ga ngerespon, padahal balesan dari doi aja yg baru masuk pagi, padahal dia ngirimnya jam 7 malem.. padahal koneksi stabil.. hedeeh mohon perbaikannya sedikit gan.. @redmi 3",3
"Saya sudah transfer 79.900 buat beli ruby tanggal 20 desember 2016 dan udah kirim bukti transaksi di aplikasinya, kenapa sampai sekarang ga ada respon? Rubynya juga tidak bertambah?",3
"Bagus aplikasi nya, kalau bisa jika curhat dengan psikolog nya langsung geratis yaa 😊..",3
Lumayan bisa ktmu orang senasib kadang,3
"Alhamdulillah sudah drespon,makasi riliv😊",3
Lumayan,3
Tapi sayangnya kalau mau curhat sama yg pinter harus pake 75ruby-_-,3
Apa maksudnya dengan riliv for work kenapa dikenakan voucher segala?,3
"Kenapa aplikasinya tidak bisa konek ke internet? Padahal semalam baikbaik saja. Saat saya buka pavi ini saya selalu mendapatkan tulisan "" no internet found, please check your internet connection"" padahal koneksi internet saya bagus sekali. Tolong dong diperbaiki. Terimakasih",3
Aneh udh log in trs log out trs mau log-in lg malah gabisa,3
Klo bagus gw lanjut.,3
Sedikit membantu tapi tolong perbaiki,3
Aaku kurangi bintangnya karena eror mulu,3
