content,score
"apknya sangat membantu buat saya yg malu untuk curhat ketemen disini bisa,dan apk ini juga bisa buat saya lebih merasa tenang.nyesel kalo nggak donlowoad^^…",5
"Aplikasi bagus, bermanfaat.. Saran tambah/banyakin lagi metode pembayaran nya, biar lebih mudah kalau beli paket berlangganan..",5
"Hai riliv. Aplikasinya bagus banget, aku suka. Tapi saran dikasih nada yang nenanging biar ga terlalu ""sepi"". Btw, ini emang bener-bener bagus, bisa membantu banyak orang🤗",5
"Sangat membantu.. Ketika saya dalam keadaan stres dan membutuhkan rileksasi,,aplikasi mudah digunakan",5
"Membantu saya saat depresi, hingga mulai pulih dan bangkit. Memang tidak ada yg instant, dengan ketekunan hasilnya mulai nampak. Terima kasih Riliv.",5
"Aplikasi sangat membantu bagi orang yang ingin self healling. Bagi yang bilang ini berbayar dan harusnya kasih trial atau bla bla bla, dimana mana psikolog pasti bayarnya per sesi. Ngga ada psikolog langsung di dunia nyata anda datang minta gratis di awal dan kl cocok bayar. Dan pekerjaan sbg psikolog pun tidaklah mudah, hanya orang2 yang benar benar passion thdp health mental yang dapat menjalani profesi ini. Jadi apasalahnya memberikan apresiasi berupa ""uang"" kepada mereka.",5
Terima kasih.. Saya baru download malam ini.. Dan sesi meditasi nya sangat sangat membantu saya yang gampang cemas dan gampang panik ini... 😊 terimaksih yah untuk siapapun yang turut menciptakan aplikasi hebat ini.. Semoga banyak rejeki dan banyak kebahagiaan aamiin🙏🏻😀🤗,5
"Aplikasinya bagus banget, membuat hidupku lebih tenang. Saran dari sya kalau bisa buatan meditasi untuk menghilangkan pobia. Terima kasih",5
Seru bgt gratis n gaada iklann!!!,5
aplikasinya bagus,5
"Jika aku memberikan bintang 5 berarti apk ini bagus,untuk kalian yang ingin meditasi,mengetahui kondisi psikologis kalian dan lain sebagainya. Fiturnya bagus dilengkapi juga dengan musik meditasi dan cerita👌🏻",5
Aplikasi ini sangat membantu dalam manajemen diri. Fiturnya sudah cukup lengkap dan sangat bermanfaat.,5
"Aplikasi yg bagus. Dr lubuk hati yg terdalam, semoga ditambah fitur yg gratisnya. Wkwkwk. Well, good job, Riliv. Semoga semakin berkembang dan semakin bnyk menolong jiwa2 yg terluka (macam q, huhuhu)",5
"Belum satu hari saya menginstal aplikasi ini, namun rasanya nyaman sekali. Saya berharap kedepannya akan tetap mendapatkan rasa nyaman seperti ini. Sukses untuk aplikasinya..",5
saya sudah melakukan konseling sebanyak 3 kali dan sejujur ini mengontrol dengan baik gangguan yang saya alami. jadi saya rasa aplikasi ini patut untuk dicoba,5
"sangat amat membantu, untuk akuu yang terkadang suka tiba tiba cemas, sedih, senang, dan panik tiba tiba, dan bisa menemukan jawabannya disinii hehe",5
Kenapa ya? kok dari tadi siang aplikasi riliv tidak bisa dibuka? di update juga gagal terus? padahal jaringan sinyal aman.,5
"Alhamdulillah, Riliv ini sangat banyak membantu saya. Saya merasa lebih positif dan banyak terbantu dengan aplikasi Riliv, saya harapkan kedepannya Riliv semakin bagus dan fitur-fiturnya semakin menarik. Sejauh ini saya sangat puas dengan Riliv, terima kasih developer.",5
"Aplikasi yg sangat bermanfaat, belum pernah nemuin aplikasi semacam riliv ini, ide nya fresh dan dikelola dengan baik. Sukses terus untuk riliv 👍",5
"Bagus bgt sangat membantu dikala saya cemas, sedih, saya jg dapat menulis journal pribadi, dapat mengetahui mood tracker setiap hari dan dapat menenangkan saya. Terima kasih",5
Makasih banget buat yang ciptain aplikasi ini. Aku suka banget. Aku juga bisa dengerin yang meditasi tidur aku lebih nyenyak.,5
"Saya sangat berterima kasih dg aplikasi ini. Benar2 membantu dlm kondisi skrg. Sebenernya saya ingin mencoba untuk konseling pd psikiater.Tp blm berani bertatap muka. Dg apkikasi ini,sya mendapatkan terapi ketenangan yg sangat membantu saya.Dan memulihkan mental saya.",5
"keren bnget fitur meditasinya, jadi bisa lebih rileks kalau misalnya sedang suntuk. kudu banget install sih.",5
"UX/UI nya sudah bagus, terkesan lebih calm. cuma saran saja, pada saat pendaftaran akun, lebih baik ada konfirmasi password agar tau ketika kita salah ketik.",5
"Aplikasi ini berguna banget buat healing, banyak pikiran, overthinking, dll yang bikin stress. Jangan lupa luangin waktu sebentar buat mental kita bisa istirahat, guys.",5
"sangat membantuku untuk menghadapi hari-hari yang begitu sulit, untuk penemu dan pembuat aplikasi ini serta para kontributor yang telah membantu adanya aplikasi ini, aku ingin berterima kasih kepada kalian semua, berkat aplikasi ini aku baik-baik saja, semoga kalian bahagia selalu^^",5
"Sejauh ini sering pake fitur journalnya, bener2 ngebantu banget untuk menambah rasa bersyukur setiap harinya, good job riliv🥰",5
"Recomended banget nih Aplikasi dijamin bisa menghilangkan pikiran stres, juga cocok untuk yg susah tidur dijamin langsung lelap, ayo download dan jangan lupa masukan kode referral saya: gXneGE Untuk bisa langsung dapet akses Premium gratis",5
"Terimakasih riliv telah membuat hati saya selalu tenang, kadang punya banyak masalah hidup berat membuatku merasa tersakiti cuma apk ini yang aku suka dan bisa mengobati stres dan depresi beratku semoga kedepannya semakin baik thanks",5
Suka bnget. Mudah digunkan enak dipake dah pokonya. Aku yg orang nya cemas sekarang sudah berkurang berkat meditasi yg diberikan.,5
"aplikasi yang sangat membantu, apalagi di era sekarang ini ketika orang2 sibuk dengan pekerjaan sehingga dapat menurunkan kadar stress",5
Membantu saya mengatasi semua kecemasan dan overthinking. Saya cinta sama aplikasi riliv. Sayangnya saya baru tau belum lama ini jadi saya pengguna riliv baru.,5
"Sangat membantu apalagi fitur jurnal dan mood tracker. Saya jadi tau seberapa kacaunya mood saya lewat grafik mood, apalagi saya yang didiagnosis BPD sama psikiater",5
"I Love riliv.. Beneran ngefek. Meditasi hampir tiap hari, d tiap ada masalah, pas dpt serangan sedih yg harusnya udh bkn depresi, jadi malah biasa aja.. Lebih tenang dan ngak gegabah. Mksih riliv",5
Aplikasi ini sangat-sangat bermanfaat.. Terima kasih sudah berbagi kebaikan. Niscya dilipat gandakan balasan kebaikan nya oleh Tuhan. Terima kasih banyak. Saya bersyukur menemukan aplikasi yang sangat bermanfaat dan membantu ini. ☺️☺️☺️ 🙏🙏🙏,5
"Jujur aja saya merasa lega sekali setiap saya buat jurnal di aplikasi ini, apalagi ketika saya mau meditasi. Terimakasih tim Riliv!",5
"Sangat membantu sekali, disaat gapunya temen cerita aplikasi ini menyediakannnya Dengan sara"" yg tidak menghakimi Terimakasih sekali",5
"Thanks, at least lewat mediasi perasaan yang penuh dengan beban sedikit berkurang. Semoga meditasi yang dilakukan rutin setiap membuat diri saya menjadi lebih baik",5
"Saya mulai mencoba aplikasi ini,saya tau dari satu media sosial katanya bagus untuk rohani. Sejauh ini aplikasi ini sangat bagus saya berharap seterusnya juga begitu.",5
"sudah bagus, membuat kita lebih mengetahui kemampuan diri kita dan dapat bersosialisasi dan komunikasi langsung dengan psikolog",5
"Mantap apk sangat membantu mulai berkurang beban pikiran ku, ayo yang blom download buruan biar masalah bisa agak berkurang...😊😊",5
Fitur meditasi riliv sangat membantu saya untuk lebih fokus. Riliv sangat membantu aktifitas saya :),5
Aplikasi yang cukup membantu menenangkan pikiran dan perasaan sebelum beraktivitas. Bagus.,5
semoga membantu ya aplikasinya. Barusan aku liat di tiktok lgsg aku dwonload. Aku bener bener lagi stress dan butuh banget aplikasi semacam ini. thanks riliv,5
"Benar benar merasa terbantu dengan riliv, biar lebih tenang dan mengatasi overthinking serta rasa panik dan kecemasan yang sering muncul tiba tiba. Terimakasih riliv telah menjadi teman terbaik untuk memulai hidup menjadi lebih bermakna 💗",5
"Permisi, saya tidak bisa denger dengan tanpa textsub padahal saya tidak mengerti.. tolong bikin tambah kasih text sub saja pak ya",5
"Aplikasi ini bagus sekali, gak nyesel donwload. Bantu banget untukku yang berjuang dengan mental illnes. Makasih banyak riliv",5
"Alhamdulillah.. lega sekali rasanya.. seperti terapi mental, aku jadi lebih relaks dalam menjalani hari meski banyak banget beban yang harus ditanggung. Thankss☆",5
Semoga bisa membantu diri saya untuk lebih baik mengontrol diri saya menghadapi mental illnes yang saya alami Saya sudah merasakannya sebelumya terkadang saya gg bisa mengontrol diri saya sampe kesehatan saya ikut terganggu ingin sekali saya k psikolog atau psikiater saya masih takut Saya coba analisis sendiri lewat quotes atau artikel tentang kesehatan mental menerka hampir seperti yang saya alami semoga bisa membantu saya aplikasi ini,5
"Saya sudah menggunakan riliv meditasi serta konseling dan berjalan dengan lancar. Terimakasih, riliv.",5
"Riliv, makasih banget udh membantu saya jadi lebih tenang, dan santai!!! Wajib bgt dicoba app nya yg buat lagi stress.",5
"Bagus sih, ini mungkin sugesti atau emang efek dari mengatur nafas. Jadi tubuh lebih ringan gitu, dan sakit kepala itu hilang.",5
Aplikasinya bagus sekali sangat membantu memperbaiki suasana mood langsung download deh...,5
Mantapppp Sehari 100menit meditasi. Karena setenang dan senyaman itu. Aplikasi yg dibuat oleh para profesional. Luar biasa,5
Bisa lebih tenang,5
"Sangatt membantu sekali apk ini, wajib download sih ini,, Tiktoknya juga bagus ada pembelajaran bagi sayaa Makaaasssiihh, saya masih pelajar SMP 😍😍😍",5
"Aplikasi nya sangat membantu membuat tenang, serasa ada teman jadinya hihi btw yang baru gabung jangan lupa pake kode aku : fenwy5 biar bisa gratis 7 hari!",5
"Bara nyoba pertama kali meditasi, its OK buatku lebih rileks & sedikit mengurangi masalah yang ada di pikiranku",5
Aplikasi ini membuatku nyaman saat mengisi kesepian dan ingin berobat ke psikolog meskipun belum ada kebolehan dari ibu. Y masih terkendala biaya,5
"Apknya bagus, sangat membantu😄. Aku jadi ga terlalu stres, dan bisa menerima diri sendiri. Terima kasih karena telah membuat apk ini:)",5
"Bagus, saya udah mulai nulis jurnal gitu, tapi ko selalu aplikasi mendadak keluar ya, log out otomatis",5
"aplikasi yg sgt keren, ketika ak belum buka aplikasi ini, tangan dan kakiku basah krn cemas, setelah meditasi ak lgsg tenang dan tangan kakiku tdk basah lagi",5
"Terimakasih kepada riliv... Ini sangat membantu kehidupan saya, baik mental maupun fisik. Walaupun konseling agak mahal tapi benar benar membantu... Terima kasih riliv☺️",5
"Terima kasih untuk aplikasi ini dan berharap pembayarannya lebih mudah caranya,",5
"Sangat membantu untuk tracking mood di setiap hari nya, jadi bisa lebih tau lagi tentang diri sendiri",5
Aplikasi meditasi terbaik dari sekian banyak aplikasi yang sudah saya coba. Terus kembangkan. Terima kasih.,5
"Untuk temen temen yang mempunyai masalah dalam emosi ataupun mental,bisa dicoba aplikasi ini,sangat membantu Terima kasih riliv atas aplikasinya 🙆‍♂️",5
"Sangat berguna, saya dpt merasakan manfaatnya di hari pertama. Memang utk menjadi yg lbh baik perlu proses yg panjang. Ttp smangat dan sllu jaga kesehatan. Jgn lupa ya masukkan kode fyZaA9, supaya kamu dpt yg freenya",5
"Maaf sebelumnya, terima kasih karena telah menciptakan aplikasi sebagus ini:), tapi kenapa ya akhir"" ini saya tidak bisa menggunakan aplikasinya dan ad tulisan proses login gagal. Terima kasih",5
Aplikasi yang sangat bermanfaat untuk lebih mengenali kesehatan mental diri sendiri.,5
"Bagus banget aplikasi nya, gara gara aplikasi ini saya bisa mengkontrol emosi saya, terimahkasih yang sdh membuat aplikasi ini semoga sehat selalu amin🙏🥰",5
"apk recomended buat kalian yang mau konsultasi dgn online dan mudah aksesnya, dgn harga yg terjangkau sesuai kebutuhan",5
"Bagus bangett yang setiap malam kesulitan tidur, aku jadi bisa tidur dan bisa mengontrol diri aku lebih baik👍👍",5
Platform layanan psikologi yang spesifik. Konseling dan meditasi. Menarik,5
Aplikasi terbaik sepanjang masa. Bisa memberikan ketenangan dari semua masalah yang ada dipikiran. 👍💯,5
Semua fitur-fitur yang tersedia sangat menarik dan bermanfaat bagi kesehatan mental. Good job!,5
sudah bagus sih cuma jika meditasi gambar suara seperti angin sepoi yang bisa menenangkan itu akan lebih bagus,5
"Keren bagus illustrasinya, mungkin tambah fitur lain seperti aplikasi dari luar negeri",5
"Alhamdulillah ada aplikasi riliv, membantu banget... Kalau ada kendala coba aja email atau kontak ke riliv nya, langsung dibantu kok... Makasih riliv",5
"Recommended!!! Ini obat mental buat diri sendiri. Kalo kita sulit mengatasi sendiri dan worry, bisa gunakan ini sebagai alat bantu buat diri lebih survive. Silahkan masukan kode 'lZBibZ' untuk dapatkan vouchernya.",5
"Meditasi nya ditambah terus dong, soalnya itu itu saja yg diputar",5
